Bill Amount,Who Tipped,Tip Amount,Ethnicity,Day Dined,Meal Period,How Dined,Overall Satisfaction,Will Return,Would Recommend,Greeted Friendly,Meal Quality,Overall Service,"Music, Lighting, Temp.",Cleanliness,Food Delivery Speed,Bev. Service Speed,Offered Appetizer
$45.69,Me,$5.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$28.45,Me,$6.45,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Excellent,Excellent,Excellent,Excellent,No
$35.19,Me,$6.81,White,Mon,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Good,Very Good,Good,Good,Don't Remember
$26.51,Me,$4.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$53.49,Me,$10.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$17.44,Me,$3.50,Hispanic,Mon,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,No
$29.35,Me,$6.00,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,No,Very Good,Very Good,Very Good,Excellent,Very Good,Good,Yes
$18.99,Me,$2.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$30.00,Me,$5.00,Prefer not to answer,Tue,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$21.59,Me,$5.00,White,Sun,Dinner,Dine In,Good,Definitely Will,Definitely Would,Yes,Poor,Very Good,Very Good,Excellent,Very Good,Very Good,Don't Remember
$52.00,Me,$7.75,White,Sat,Dinner,Dine In,Very Good,Might or Might Not,Probably Would,Yes,Excellent,Very Good,Good,Good,Very Good,Excellent,No
$14.53,Me,$5.00,White,Tue,Lunch,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Excellent,Very Good,Excellent,Very Good,Excellent,No
$55.79,Me,$0.05,White,Tue,Dinner,Dine In,Fair,Might or Might Not,Probably Would Not,Yes,Fair,Good,Excellent,Excellent,Very Good,Excellent,No
$76.55,Me,$15.00,White,Mon,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,No
$38.00,Me,$6.00,White,Tue,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$36.77,Me,$5.00,Prefer not to answer,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Very Good,Very Good,Yes
$69.22,Me,$10.00,Hispanic,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$36.73,Me,$8.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$27.80,Me,$4.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Very Good,Excellent,Excellent,Yes
$33.70,Me,$6.50,Other,Sun,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Good,Excellent,Very Good,Excellent,Excellent,No
$57.50,Me,$12.00,White,Tue,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Poor,Very Good,Don't Remember
$23.41,Me,$5.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$78.19,Me,$0.14,White,Mon,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Good,Very Good,Good,Good,Don't Remember
$66.35,Me,$10.00,White,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Good,Excellent,Excellent,Excellent,Don't Remember
$45.00,Me,$10.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$55.00,Me,$7.00,Prefer not to answer,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Very Good,No
$23.52,Me,$5.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,No
$27.01,Me,$5.00,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$24.63,Me,$5.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$20.26,Me,$3.00,White,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Excellent,Excellent,Very Good,Very Good,No
$83.80,Me,$16.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$22.47,Me,$5.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$73.10,Me,$18.00,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Very Good,Yes
$76.73,Me,$15.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$32.50,Me,$5.00,White,Mon,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Excellent,Excellent,Excellent,Excellent,No
$34.00,Me,$6.00,White,Sun,Lunch,Dine In,Good,Might or Might Not,Might or Might Not,No,Good,Good,Good,Poor,Good,Good,No
$20.54,Me,$5.00,Asian,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Good,Very Good,Don't Remember
$18.63,Me,$5.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$95.76,Me,$18.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$95.17,Me,$18.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$40.01,Me,$5.01,Prefer not to answer,Wed,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Excellent,Very Good,Good,Excellent,Excellent,Excellent,No
$28.38,Me,$6.00,White,Thu,Lunch,Dine In,Very Good,Definitely Will,Might or Might Not,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,No
$36.69,Me,$7.31,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$35.38,Me,$6.62,Hispanic,Thu,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Excellent,Very Good,Very Good,Very Good,Good,Good,No
$24.47,Me,$3.49,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$52.48,Me,$8.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$19.10,Me,$5.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$27.20,Me,$6.00,Prefer not to answer,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$24.48,Me,$9.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$80.59,Me,$15.00,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$69.95,Me,$14.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$37.88,Me,$6.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$20.06,Me,$4.00,White,Mon,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$18.24,Me,$7.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$33.71,Me,$0.06,Asian,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Very Good,No
$48.15,Me,$8.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$42.63,Me,$8.37,White,Mon,Dinner,Dine In,Fair,Probably Will,Might or Might Not,Yes,Poor,Very Good,Very Good,Very Good,Very Good,Very Good,Yes
$22.33,Me,$3.50,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$14.68,Me,$3.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$14.28,Me,$3.50,White,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,No
$28.51,Me,$4.84,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,No
$23.48,Me,$5.00,Asian,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$13.87,Me,$2.00,White,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$25.05,Me,$5.00,White,Fri,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$42.71,Me,$7.00,White,Sat,Lunch,Dine In,Very Good,Probably Will,Definitely Would,Yes,Excellent,Excellent,Good,Excellent,Very Good,Very Good,Don't Remember
$21.78,Me,$5.00,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$28.58,Me,$6.00,White,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$50.00,Me,$8.00,Other,Thu,Dinner,Dine In,Very Good,Definitely Will,Probably Would,Yes,Very Good,Good,Very Good,Excellent,Good,Very Good,Don't Remember
$49.14,Me,$8.88,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Excellent,Excellent,Excellent,Very Good,No
$46.71,Me,$12.50,Asian,Sat,Dinner,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Excellent,Very Good,Very Good,Very Good,Excellent,No
$38.89,Me,$7.11,White,Wed,Dinner,Dine In,Very Good,Probably Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$21.93,Me,$5.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$109.35,Me,$9.65,Other,Tue,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Good,Good,Very Good,Very Good,Don't Remember
$40.28,Me,$8.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$140.35,Me,$21.00,Asian,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$8.55,Me,$1.75,White,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Very Good,Excellent,No
$67.42,Me,$0.10,Asian,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$56.41,Me,$15.00,White,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Excellent,Very Good,Very Good,Excellent,No
$69.00,Me,$15.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Probably Would,Yes,Very Good,Excellent,Very Good,Good,Very Good,Excellent,Yes
$140.00,Me,$20.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$21.59,Me,$6.00,White,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Good,Excellent,Good,Excellent,No
$7.44,Me,$5.00,White,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$68.14,Me,$0.15,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$23.78,Me,$7.00,Hispanic,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$13.61,Me,$3.49,White,Sat,Dinner,Dine In,Good,Definitely Will,Definitely Would,Yes,Excellent,Good,Very Good,Very Good,Fair,Good,No
$35.07,Me,$7.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Very Good,Excellent,Yes
$37.57,Me,$8.00,Hispanic,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$25.00,Me,$5.00,White,Fri,Dinner,Dine In,Good,Might or Might Not,Might or Might Not,Yes,Fair,Excellent,Very Good,Very Good,Very Good,Very Good,No
$32.00,Me,$4.00,White,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Very Good,Excellent,Yes
$100.00,Me,$15.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$57.55,Me,$6.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$45.58,Me,$8.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$34.02,Me,$6.00,White,Sun,Dinner,Dine In,Very Good,Probably Will,Probably Would,No,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,No
$39.02,Me,$14.00,Other,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$65.43,Me,$10.50,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,Yes
$23.00,Me,$4.00,Hispanic,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$19.64,Me,$9.00,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$40.00,Me,$5.00,Hispanic,Sat,Dinner,Dine In,Excellent,Probably Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Very Good,Don't Remember
$19.67,Me,$4.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$20.18,Me,$0.03,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Excellent,No
$56.00,Me,$8.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Very Good,No
$61.73,Me,$8.27,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Very Good,Very Good,Excellent,No
$85.72,Me,$20.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$38.02,Me,$5.00,Hispanic,Sat,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Excellent,Very Good,Very Good,Yes
$37.27,Me,$0.05,Asian,Sun,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,No
$42.00,Me,$7.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$23.10,Me,$4.50,White,Mon,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$45.00,Me,$9.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,No,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$48.83,Me,$5.00,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Excellent,Excellent,Very Good,Very Good,Don't Remember
$33.61,Me,$10.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$39.11,Me,$7.00,Hispanic,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Very Good,Excellent,Yes
$48.54,Me,$11.46,Other,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$17.49,Me,$3.50,White,Sat,Lunch,Dine In,Very Good,Definitely Will,Probably Would,Yes,Excellent,Very Good,Excellent,Very Good,Good,Very Good,Don't Remember
$51.73,Me,$0.07,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$57.66,Me,$10.00,White,Sun,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Good,Good,No
$63.89,Me,$12.11,Hispanic,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Don't Remember
$132.66,Me,$40.00,Asian,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$21.94,Me,$5.00,Black,Sun,Dinner,Dine In,Excellent,Probably Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$52.30,Me,$11.00,Asian,Mon,Dinner,Dine In,Very Good,Probably Will,Probably Would,No,Excellent,Very Good,Very Good,Very Good,Excellent,Excellent,No
$9.30,Me,$2.00,White,Tue,Lunch,Dine In,Good,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$15.43,Me,$2.00,White,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Excellent,Excellent,Excellent,Excellent,Yes
$17.33,Me,$2.73,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$86.09,Me,$10.00,White,Sat,Dinner,Dine In,Very Good,Might or Might Not,Might or Might Not,Yes,Excellent,Very Good,Good,Excellent,Very Good,Very Good,Don't Remember
$42.17,Me,$6.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$61.21,Me,$10.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$32.84,Me,$7.00,White,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$76.15,Me,$30.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$16.57,Me,$3.43,Prefer not to answer,Mon,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$32.92,Me,$5.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Don't Remember
$22.00,Me,$3.00,Hispanic,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$28.79,Me,$5.00,White,Mon,Lunch,Dine In,Good,Probably Will,Might or Might Not,No,Very Good,Very Good,Very Good,Very Good,Very Good,Excellent,No
$15.98,Me,$6.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$19.42,Me,$4.60,Prefer not to answer,Sun,Dinner,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Very Good,Don't Remember
